********** Monthly MOD08_M3.051 product **********
Selected Application: latlonplot 
Aerosol Optical Depth at 550 nm [unitless] (Optical_Depth_Land_And_Ocean_Mean_Mean)
Selected time period: Jan2013 - Dec2013
Fill value:  -9999.0
User selected area:  (Lat: 23.0N - 55.0N) (Lon: 130.0W - 60.0W)
Actual output area:  (Lat: 23.5N - 54.5N) (Lon: 129.5W - 60.5W)
latitude     longitude      Optical_Depth_Land_And_Ocean_Mean_Mean
(degrees)    (degrees)      [unitless]
37.500     -109.500           0.065
37.500     -108.500           0.073
37.500     -107.500           0.064
37.500     -106.500           0.135
37.500     -105.500           0.151
37.500     -104.500           0.098
37.500     -103.500           0.139
37.500     -102.500           0.149
37.500     -101.500           0.115
37.500     -100.500           0.110
37.500      -99.500           0.085
37.500      -98.500           0.072
37.500      -97.500           0.084
37.500      -96.500           0.075
37.500      -95.500           0.068
37.500      -94.500           0.083
37.500      -93.500           0.080
37.500      -92.500           0.062
37.500      -91.500           0.065
37.500      -90.500           0.070
37.500      -89.500           0.096
37.500      -88.500           0.084
37.500      -87.500           0.091
37.500      -86.500           0.070
37.500      -85.500           0.068
37.500      -84.500           0.062
37.500      -83.500           0.052
37.500      -82.500           0.052
37.500      -81.500           0.042
37.500      -80.500           0.031
37.500      -79.500           0.042
37.500      -78.500           0.042
37.500      -77.500           0.058
37.500      -76.500           0.092
37.500      -75.500           0.129
37.500      -74.500           0.133
37.500      -73.500           0.133
37.500      -72.500           0.132
37.500      -71.500           0.144
37.500      -70.500           0.144
37.500      -69.500           0.139
37.500      -68.500           0.134
37.500      -67.500           0.131
37.500      -66.500           0.139
37.500      -65.500           0.144
37.500      -64.500           0.151
37.500      -63.500           0.148
37.500      -62.500           0.156
37.500      -61.500           0.158
37.500      -60.500           0.157
38.500     -129.500           0.122
38.500     -128.500           0.132
38.500     -127.500           0.130
38.500     -126.500           0.128
38.500     -125.500           0.131
38.500     -124.500           0.125
38.500     -123.500           0.070
38.500     -122.500           0.025
38.500     -121.500           0.075
38.500     -120.500           0.041
38.500     -119.500           0.159
38.500     -118.500           0.269
38.500     -117.500           0.269
38.500     -116.500           0.236
38.500     -115.500           0.250
38.500     -114.500           0.187
38.500     -113.500           0.240
38.500     -112.500           0.162
38.500     -111.500           0.126
38.500     -110.500           0.093
38.500     -109.500           0.071
38.500     -108.500           0.081
38.500     -107.500           0.094
38.500     -106.500           0.099
38.500     -105.500           0.089
38.500     -104.500           0.131
38.500     -103.500           0.131
38.500     -102.500           0.171
38.500     -101.500           0.151
38.500     -100.500           0.134
38.500      -99.500           0.097
38.500      -98.500           0.085
38.500      -97.500           0.082
38.500      -96.500           0.092
38.500      -95.500           0.080
38.500      -94.500           0.087
38.500      -93.500           0.079
38.500      -92.500           0.074
38.500      -91.500           0.073
38.500      -90.500           0.101
38.500      -89.500           0.120
38.500      -88.500           0.132
38.500      -87.500           0.115
38.500      -86.500           0.072
38.500      -85.500           0.075
38.500      -84.500           0.081
38.500      -83.500           0.071
38.500      -82.500           0.065
38.500      -81.500           0.054
38.500      -80.500           0.041
38.500      -79.500           0.036
38.500      -78.500           0.056
38.500      -77.500           0.065
38.500      -76.500           0.090
38.500      -75.500           0.095
38.500      -74.500           0.136
38.500      -73.500           0.137
38.500      -72.500           0.135
38.500      -71.500           0.131
38.500      -70.500           0.139
38.500      -69.500           0.140
38.500      -68.500           0.138
38.500      -67.500           0.137
38.500      -66.500           0.143
38.500      -65.500           0.144
38.500      -64.500           0.154
38.500      -63.500           0.145
38.500      -62.500           0.149
38.500      -61.500           0.147
38.500      -60.500           0.160
39.500     -129.500           0.109
39.500     -128.500           0.129
39.500     -127.500           0.134
39.500     -126.500           0.124
39.500     -125.500           0.128
39.500     -124.500           0.120
39.500     -123.500           0.015
39.500     -122.500           0.028
39.500     -121.500           0.044
39.500     -120.500           0.053
39.500     -119.500           0.204
39.500     -118.500           0.378
39.500     -117.500           0.257
39.500     -116.500           0.202
39.500     -115.500           0.189
39.500     -114.500           0.226
39.500     -113.500           0.418
39.500     -112.500           0.168
39.500     -111.500           0.097
39.500     -110.500           0.152
39.500     -109.500           0.147
39.500     -108.500           0.101
39.500     -107.500           0.071
39.500     -106.500           0.072
39.500     -105.500           0.111
39.500     -104.500           0.132
39.500     -103.500           0.136
39.500     -102.500           0.147
39.500     -101.500           0.153
39.500     -100.500           0.136
39.500      -99.500           0.135
39.500      -98.500           0.104
39.500      -97.500           0.095
39.500      -96.500           0.090
39.500      -95.500           0.082
39.500      -94.500           0.096
39.500      -93.500           0.085
39.500      -92.500           0.091
39.500      -91.500           0.084
39.500      -90.500           0.082
39.500      -89.500           0.086
39.500      -88.500           0.117
39.500      -87.500           0.109
39.500      -86.500           0.102
39.500      -85.500           0.120
39.500      -84.500           0.114
39.500      -83.500           0.107
39.500      -82.500           0.066
39.500      -81.500           0.062
39.500      -80.500           0.060
39.500      -79.500           0.048
39.500      -78.500           0.060
39.500      -77.500           0.078
39.500      -76.500           0.088
39.500      -75.500           0.107
39.500      -74.500           0.095
39.500      -73.500           0.126
39.500      -72.500           0.137
39.500      -71.500           0.135
39.500      -70.500           0.130
39.500      -69.500           0.139
39.500      -68.500           0.132
39.500      -67.500           0.135
39.500      -66.500           0.141
39.500      -65.500           0.140
39.500      -64.500           0.137
39.500      -63.500           0.148
39.500      -62.500           0.144
39.500      -61.500           0.135
39.500      -60.500           0.157
40.500     -129.500           0.111
40.500     -128.500           0.118
40.500     -127.500           0.129
40.500     -126.500           0.125
40.500     -125.500           0.119
40.500     -124.500           0.091
40.500     -123.500           0.011
40.500     -122.500           0.028
40.500     -121.500           0.030
40.500     -120.500           0.090
40.500     -119.500           0.188
40.500     -118.500           0.317
40.500     -117.500           0.255
40.500     -116.500           0.226
40.500     -115.500           0.179
40.500     -114.500           0.293
40.500     -113.500           0.333
40.500     -112.500           0.192
40.500     -111.500           0.105
40.500     -110.500           0.093
40.500     -109.500           0.105
40.500     -108.500           0.094
40.500     -107.500           0.075
40.500     -106.500           0.073
40.500     -105.500           0.103
40.500     -104.500           0.118
40.500     -103.500           0.146
40.500     -102.500           0.117
40.500     -101.500           0.132
40.500     -100.500           0.125
40.500      -99.500           0.136
40.500      -98.500           0.137
40.500      -97.500           0.113
40.500      -96.500           0.101
40.500      -95.500           0.100
40.500      -94.500           0.083
40.500      -93.500           0.077
40.500      -92.500           0.081
40.500      -91.500           0.082
40.500      -90.500           0.081
40.500      -89.500           0.074
40.500      -88.500           0.090
40.500      -87.500           0.104
40.500      -86.500           0.125
40.500      -85.500           0.145
40.500      -84.500           0.153
40.500      -83.500           0.142
40.500      -82.500           0.111
40.500      -81.500           0.086
40.500      -80.500           0.078
40.500      -79.500           0.075
40.500      -78.500           0.048
40.500      -77.500           0.059
40.500      -76.500           0.088
40.500      -75.500           0.090
40.500      -74.500           0.099
40.500      -73.500           0.139
40.500      -72.500           0.131
40.500      -71.500           0.147
40.500      -70.500           0.145
40.500      -69.500           0.138
40.500      -68.500           0.139
40.500      -67.500           0.131
40.500      -66.500           0.126
40.500      -65.500           0.130
40.500      -64.500           0.134
40.500      -63.500           0.140
40.500      -62.500           0.142
40.500      -61.500           0.133
40.500      -60.500           0.145
41.500     -129.500           0.110
41.500     -128.500           0.116
41.500     -127.500           0.125
41.500     -126.500           0.129
41.500     -125.500           0.122
41.500     -124.500           0.103
41.500     -123.500           0.045
41.500     -122.500           0.055
41.500     -121.500           0.056
41.500     -120.500           0.075
41.500     -119.500           0.153
41.500     -118.500           0.203
41.500     -117.500           0.225
41.500     -116.500           0.148
41.500     -115.500           0.143
41.500     -114.500           0.186
41.500     -113.500           0.241
41.500     -112.500           0.179
41.500     -111.500           0.070
41.500     -110.500           0.112
41.500     -109.500           0.161
41.500     -108.500           0.181
41.500     -107.500           0.108
41.500     -106.500           0.110
41.500     -105.500           0.154
41.500     -104.500           0.193
41.500     -103.500           0.163
41.500     -102.500           0.148
41.500     -101.500           0.141
41.500     -100.500           0.127
41.500      -99.500           0.119
41.500      -98.500           0.120
41.500      -97.500           0.123
41.500      -96.500           0.129
41.500      -95.500           0.117
41.500      -94.500           0.095
41.500      -93.500           0.084
41.500      -92.500           0.099
41.500      -91.500           0.105
41.500      -90.500           0.108
41.500      -89.500           0.090
41.500      -88.500           0.100
41.500      -87.500           0.125
41.500      -86.500           0.089
41.500      -85.500           0.107
41.500      -84.500           0.121
41.500      -83.500           0.127
41.500      -82.500           0.123
41.500      -81.500           0.114
41.500      -80.500           0.093
41.500      -79.500           0.072
41.500      -78.500           0.036
41.500      -77.500           0.046
41.500      -76.500           0.069
41.500      -75.500           0.061
41.500      -74.500           0.066
41.500      -73.500           0.065
41.500      -72.500           0.080
41.500      -71.500           0.081
41.500      -70.500           0.099
41.500      -69.500           0.147
41.500      -68.500           0.154
41.500      -67.500           0.159
41.500      -66.500           0.160
41.500      -65.500           0.158
41.500      -64.500           0.147
41.500      -63.500           0.147
41.500      -62.500           0.134
41.500      -61.500           0.127
41.500      -60.500           0.125
42.500     -129.500           0.113
42.500     -128.500           0.110
42.500     -127.500           0.117
42.500     -126.500           0.122
42.500     -125.500           0.119
42.500     -124.500           0.082
42.500     -123.500           0.049
42.500     -122.500           0.042
42.500     -121.500           0.056
42.500     -120.500           0.112
42.500     -119.500           0.163
42.500     -118.500           0.164
42.500     -117.500           0.169
42.500     -116.500           0.158
42.500     -115.500           0.194
42.500     -114.500           0.154
42.500     -113.500           0.159
42.500     -112.500           0.132
42.500     -111.500           0.070
42.500     -110.500           0.084
42.500     -109.500           0.142
42.500     -108.500           0.174
42.500     -107.500           0.217
42.500     -106.500           0.161
42.500     -105.500           0.146
42.500     -104.500           0.181
42.500     -103.500           0.177
42.500     -102.500           0.166
42.500     -101.500           0.172
42.500     -100.500           0.136
42.500      -99.500           0.103
42.500      -98.500           0.094
42.500      -97.500           0.095
42.500      -96.500           0.120
42.500      -95.500           0.124
42.500      -94.500           0.068
42.500      -93.500           0.094
42.500      -92.500           0.111
42.500      -91.500           0.113
42.500      -90.500           0.098
42.500      -89.500           0.089
42.500      -88.500           0.101
42.500      -87.500           0.130
42.500      -86.500           0.100
42.500      -85.500           0.058
42.500      -84.500           0.064
42.500      -83.500           0.107
42.500      -82.500           0.153
42.500      -81.500           0.120
42.500      -80.500           0.094
42.500      -79.500           0.081
42.500      -78.500           0.063
42.500      -77.500           0.045
42.500      -76.500           0.051
42.500      -75.500           0.037
42.500      -74.500           0.048
42.500      -73.500           0.051
42.500      -72.500           0.047
42.500      -71.500           0.060
42.500      -70.500           0.104
42.500      -69.500           0.123
42.500      -68.500           0.131
42.500      -67.500           0.157
42.500      -66.500           0.179
42.500      -65.500           0.166
42.500      -64.500           0.125
42.500      -63.500           0.194
42.500      -62.500           0.168
42.500      -61.500           0.166
42.500      -60.500           0.126
43.500     -129.500           0.119
43.500     -128.500           0.114
43.500     -127.500           0.109
43.500     -126.500           0.113
43.500     -125.500           0.109
43.500     -124.500           0.076
43.500     -123.500           0.013
43.500     -122.500           0.033
43.500     -121.500           0.059
43.500     -120.500           0.146
43.500     -119.500           0.136
43.500     -118.500           0.143
43.500     -117.500           0.171
43.500     -116.500           0.176
43.500     -115.500           0.126
43.500     -114.500           0.133
43.500     -113.500           0.135
43.500     -112.500           0.181
43.500     -111.500           0.123
43.500     -110.500           0.088
43.500     -109.500           0.164
43.500     -108.500           0.200
43.500     -107.500           0.171
43.500     -106.500           0.185
43.500     -105.500           0.191
43.500     -104.500           0.170
43.500     -103.500           0.161
43.500     -102.500           0.184
43.500     -101.500           0.157
43.500     -100.500           0.162
43.500      -99.500           0.124
43.500      -98.500           0.088
43.500      -97.500           0.097
43.500      -96.500           0.111
43.500      -95.500           0.096
43.500      -94.500           0.067
43.500      -93.500           0.081
43.500      -92.500           0.076
43.500      -91.500           0.087
43.500      -90.500           0.059
43.500      -89.500           0.080
43.500      -88.500           0.109
43.500      -87.500           0.126
43.500      -86.500           0.107
43.500      -85.500           0.084
43.500      -84.500           0.088
43.500      -83.500           0.090
43.500      -82.500           0.102
43.500      -81.500           0.086
43.500      -80.500           0.094
43.500      -79.500           0.114
43.500      -78.500           0.090
43.500      -77.500           0.092
43.500      -76.500           0.073
43.500      -75.500           0.059
43.500      -74.500           0.035
43.500      -73.500           0.056
43.500      -72.500           0.047
43.500      -71.500           0.035
43.500      -70.500           0.079
43.500      -69.500           0.111
43.500      -68.500           0.127
43.500      -67.500           0.141
43.500      -66.500           0.149
43.500      -65.500           0.102
43.500      -64.500           0.125
43.500      -63.500           0.124
43.500      -62.500           0.145
43.500      -61.500           0.172
43.500      -60.500           0.153
44.500     -129.500           0.130
44.500     -128.500           0.120
44.500     -127.500           0.108
44.500     -126.500           0.111
44.500     -125.500           0.104
44.500     -124.500           0.097
44.500     -123.500           0.023
44.500     -122.500           0.021
44.500     -121.500           0.076
44.500     -120.500           0.083
44.500     -119.500           0.061
44.500     -118.500           0.056
44.500     -117.500           0.121
44.500     -116.500           0.112
44.500     -115.500           0.062
44.500     -114.500           0.138
44.500     -113.500           0.193
44.500     -112.500           0.178
44.500     -111.500           0.096
44.500     -110.500           0.073
44.500     -109.500           0.192
44.500     -108.500           0.237
44.500     -107.500           0.152
44.500     -106.500           0.156
44.500     -105.500           0.142
44.500     -104.500           0.136
44.500     -103.500           0.171
44.500     -102.500           0.181
44.500     -101.500           0.153
44.500     -100.500           0.173
44.500      -99.500           0.121
44.500      -98.500           0.101
44.500      -97.500           0.092
44.500      -96.500           0.079
44.500      -95.500           0.083
44.500      -94.500           0.062
44.500      -93.500           0.082
44.500      -92.500           0.069
44.500      -91.500           0.073
44.500      -90.500           0.083
44.500      -89.500           0.086
44.500      -88.500           0.116
44.500      -87.500           0.134
44.500      -86.500           0.132
44.500      -85.500           0.073
44.500      -84.500           0.074
44.500      -83.500           0.102
44.500      -82.500           0.125
44.500      -81.500           0.085
44.500      -80.500           0.062
44.500      -79.500           0.075
44.500      -78.500           0.058
44.500      -77.500           0.059
44.500      -76.500           0.071
44.500      -75.500           0.078
44.500      -74.500           0.046
44.500      -73.500           0.052
44.500      -72.500           0.050
44.500      -71.500           0.042
44.500      -70.500           0.040
44.500      -69.500           0.046
44.500      -68.500           0.066
44.500      -67.500           0.091
44.500      -66.500           0.120
44.500      -65.500           0.054
44.500      -64.500           0.065
44.500      -63.500           0.094
44.500      -62.500           0.123
44.500      -61.500           0.125
44.500      -60.500           0.161
45.500     -129.500           0.131
45.500     -128.500           0.123
45.500     -127.500           0.118
45.500     -126.500           0.111
45.500     -125.500           0.111
45.500     -124.500           0.100
45.500     -123.500           0.014
45.500     -122.500           0.028
45.500     -121.500           0.049
45.500     -120.500           0.090
45.500     -119.500           0.104
45.500     -118.500           0.081
45.500     -117.500           0.061
45.500     -116.500           0.079
45.500     -115.500           0.075
45.500     -114.500           0.070
45.500     -113.500           0.108
45.500     -112.500           0.167
45.500     -111.500           0.150
45.500     -110.500           0.156
45.500     -109.500           0.173
45.500     -108.500           0.167
45.500     -107.500           0.154
45.500     -106.500           0.127
45.500     -105.500           0.157
45.500     -104.500           0.172
45.500     -103.500           0.169
45.500     -102.500           0.134
45.500     -101.500           0.124
45.500     -100.500           0.135
45.500      -99.500           0.102
45.500      -98.500           0.113
45.500      -97.500           0.107
45.500      -96.500           0.090
45.500      -95.500           0.074
45.500      -94.500           0.068
45.500      -93.500           0.078
45.500      -92.500           0.081
45.500      -91.500           0.086
45.500      -90.500           0.074
45.500      -89.500           0.082
45.500      -88.500           0.102
45.500      -87.500           0.099
45.500      -86.500           0.115
45.500      -85.500           0.064
45.500      -84.500           0.085
45.500      -83.500           0.109
45.500      -82.500           0.106
45.500      -81.500           0.093
45.500      -80.500           0.088
45.500      -79.500           0.058
45.500      -78.500           0.048
45.500      -77.500           0.056
45.500      -76.500           0.046
45.500      -75.500           0.059
45.500      -74.500           0.069
45.500      -73.500           0.124
45.500      -72.500           0.080
45.500      -71.500           0.040
45.500      -70.500           0.032
45.500      -69.500           0.032
45.500      -68.500           0.031
45.500      -67.500           0.032
45.500      -66.500           0.041
45.500      -65.500           0.077
45.500      -64.500           0.043
45.500      -63.500           0.039
45.500      -62.500           0.055
45.500      -61.500           0.063
45.500      -60.500           0.112
46.500     -129.500           0.133
46.500     -128.500           0.129
46.500     -127.500           0.124
46.500     -126.500           0.118
46.500     -125.500           0.116
46.500     -124.500           0.098
46.500     -123.500           0.015
46.500     -122.500           0.017
46.500     -121.500           0.039
46.500     -120.500           0.095
46.500     -119.500           0.107
46.500     -118.500           0.112
46.500     -117.500           0.108
46.500     -116.500           0.085
46.500     -115.500           0.069
46.500     -114.500           0.107
46.500     -113.500           0.097
46.500     -112.500           0.118
46.500     -111.500           0.152
46.500     -110.500           0.160
46.500     -109.500           0.177
46.500     -108.500           0.152
46.500     -107.500           0.175
46.500     -106.500           0.189
46.500     -105.500           0.180
46.500     -104.500           0.146
46.500     -103.500           0.134
46.500     -102.500           0.117
46.500     -101.500           0.114
46.500     -100.500           0.122
46.500      -99.500           0.095
46.500      -98.500           0.091
46.500      -97.500           0.082
46.500      -96.500           0.081
46.500      -95.500           0.088
46.500      -94.500           0.080
46.500      -93.500           0.063
46.500      -92.500           0.072
46.500      -91.500           0.078
46.500      -90.500           0.075
46.500      -89.500           0.064
46.500      -88.500           0.062
46.500      -87.500           0.091
46.500      -86.500           0.084
46.500      -85.500           0.078
46.500      -84.500           0.059
46.500      -83.500           0.050
46.500      -82.500           0.047
46.500      -81.500           0.066
46.500      -80.500           0.071
46.500      -79.500           0.051
46.500      -78.500           0.061
46.500      -77.500           0.046
46.500      -76.500           0.079
46.500      -75.500           0.049
46.500      -74.500           0.054
46.500      -73.500           0.055
46.500      -72.500           0.060
46.500      -71.500           0.047
46.500      -70.500           0.039
46.500      -69.500           0.027
46.500      -68.500           0.019
46.500      -67.500           0.022
46.500      -66.500           0.044
46.500      -65.500           0.055
46.500      -64.500           0.066
46.500      -63.500           0.098
46.500      -62.500           0.160
46.500      -61.500           0.221
46.500      -60.500           0.178
47.500     -129.500           0.134
47.500     -128.500           0.128
47.500     -127.500           0.121
47.500     -126.500           0.114
47.500     -125.500           0.106
47.500     -124.500           0.081
47.500     -123.500           0.026
47.500     -122.500           0.029
47.500     -121.500           0.031
47.500     -120.500           0.069
47.500     -119.500           0.103
47.500     -118.500           0.094
47.500     -117.500           0.091
47.500     -116.500           0.050
47.500     -115.500           0.049
47.500     -114.500           0.101
47.500     -113.500           0.077
47.500     -112.500           0.172
47.500     -111.500           0.177
47.500     -110.500           0.177
47.500     -109.500           0.183
47.500     -108.500           0.180
47.500     -107.500           0.181
47.500     -106.500           0.185
47.500     -105.500           0.166
47.500     -104.500           0.140
47.500     -103.500           0.167
47.500     -102.500           0.132
47.500     -101.500           0.135
47.500     -100.500           0.095
47.500      -99.500           0.083
47.500      -98.500           0.075
47.500      -97.500           0.075
47.500      -96.500           0.081
47.500      -95.500           0.075
47.500      -94.500           0.067
47.500      -93.500           0.055
47.500      -92.500           0.083
47.500      -91.500           0.076
47.500      -90.500           0.099
47.500      -89.500           0.104
47.500      -88.500           0.093
47.500      -87.500           0.116
47.500      -86.500           0.114
47.500      -85.500           0.092
47.500      -84.500           0.050
47.500      -83.500           0.045
47.500      -82.500           0.044
47.500      -81.500           0.035
47.500      -80.500           0.050
47.500      -79.500           0.040
47.500      -78.500           0.040
47.500      -77.500           0.036
47.500      -76.500           0.031
47.500      -75.500           0.027
47.500      -74.500           0.026
47.500      -73.500           0.025
47.500      -72.500           0.075
47.500      -71.500           0.034
47.500      -70.500           0.062
47.500      -69.500           0.041
47.500      -68.500           0.034
47.500      -67.500           0.026
47.500      -66.500           0.048
47.500      -65.500           0.070
47.500      -64.500           0.099
47.500      -63.500           0.103
47.500      -62.500           0.109
47.500      -61.500           0.120
47.500      -60.500           0.135
48.500     -129.500           0.126
48.500     -128.500           0.119
48.500     -127.500           0.116
48.500     -126.500           0.116
48.500     -125.500           0.096
48.500     -124.500           0.097
48.500     -123.500           0.044
48.500     -122.500           0.043
48.500     -121.500           0.043
48.500     -120.500           0.053
48.500     -119.500           0.076
48.500     -118.500           0.038
48.500     -117.500           0.036
48.500     -116.500           0.069
48.500     -115.500           0.067
48.500     -114.500           0.089
48.500     -113.500           0.181
48.500     -112.500           0.190
48.500     -111.500           0.194
48.500     -110.500           0.174
48.500     -109.500           0.189
48.500     -108.500           0.184
48.500     -107.500           0.182
48.500     -106.500           0.155
48.500     -105.500           0.122
48.500     -104.500           0.121
48.500     -103.500           0.136
48.500     -102.500           0.136
48.500     -101.500           0.096
48.500     -100.500           0.083
48.500      -99.500           0.081
48.500      -98.500           0.084
48.500      -97.500           0.079
48.500      -96.500           0.175
48.500      -95.500           0.146
48.500      -94.500           0.108
48.500      -93.500           0.069
48.500      -92.500           0.088
48.500      -91.500           0.096
48.500      -90.500           0.065
48.500      -89.500           0.070
48.500      -88.500           0.074
48.500      -87.500           0.100
48.500      -86.500           0.094
48.500      -85.500           0.060
48.500      -84.500           0.069
48.500      -83.500           0.060
48.500      -82.500           0.052
48.500      -81.500           0.048
48.500      -80.500           0.049
48.500      -79.500           0.046
48.500      -78.500           0.046
48.500      -77.500           0.054
48.500      -76.500           0.051
48.500      -75.500           0.055
48.500      -74.500           0.058
48.500      -73.500           0.037
48.500      -72.500           0.066
48.500      -71.500           0.054
48.500      -70.500           0.047
48.500      -69.500           0.059
48.500      -68.500           0.081
48.500      -67.500           0.085
48.500      -66.500           0.081
48.500      -65.500           0.046
48.500      -64.500           0.082
48.500      -63.500           0.108
48.500      -62.500           0.110
48.500      -61.500           0.122
48.500      -60.500           0.117
49.500     -129.500           0.122
49.500     -128.500           0.108
49.500     -127.500           0.103
49.500     -126.500           0.078
49.500     -125.500           0.022
49.500     -124.500           0.025
49.500     -123.500           0.070
49.500     -122.500           0.061
49.500     -121.500           0.039
49.500     -120.500           0.041
49.500     -119.500           0.054
49.500     -118.500           0.044
49.500     -117.500           0.032
49.500     -116.500           0.040
49.500     -115.500           0.089
49.500     -114.500           0.086
49.500     -113.500           0.157
49.500     -112.500           0.166
49.500     -111.500           0.185
49.500     -110.500           0.181
49.500     -109.500           0.167
49.500     -108.500           0.138
49.500     -107.500           0.147
49.500     -106.500           0.150
49.500     -105.500           0.138
49.500     -104.500           0.106
49.500     -103.500           0.103
49.500     -102.500           0.085
49.500     -101.500           0.093
49.500     -100.500           0.083
49.500      -99.500           0.072
49.500      -98.500           0.071
49.500      -97.500           0.104
49.500      -96.500           0.096
49.500      -95.500           0.126
49.500      -94.500           0.068
49.500      -93.500           0.064
49.500      -92.500           0.073
49.500      -91.500           0.082
49.500      -90.500           0.090
49.500      -89.500           0.080
49.500      -88.500           0.065
49.500      -87.500           0.091
49.500      -86.500           0.092
49.500      -85.500           0.084
49.500      -84.500           0.074
49.500      -83.500           0.067
49.500      -82.500           0.059
49.500      -81.500           0.046
49.500      -80.500           0.056
49.500      -79.500           0.051
49.500      -78.500           0.050
49.500      -77.500           0.053
49.500      -76.500           0.063
49.500      -75.500           0.065
49.500      -74.500           0.087
49.500      -73.500           0.074
49.500      -72.500           0.042
49.500      -71.500           0.045
49.500      -70.500           0.050
49.500      -69.500           0.048
49.500      -68.500           0.058
49.500      -67.500           0.087
49.500      -66.500           0.139
49.500      -65.500           0.129
49.500      -64.500           0.130
49.500      -63.500           0.134
49.500      -62.500           0.099
49.500      -61.500           0.117
49.500      -60.500           0.120
50.500     -129.500           0.126
50.500     -128.500           0.108
50.500     -127.500           0.041
50.500     -126.500           0.046
50.500     -125.500           0.023
50.500     -124.500           0.062
50.500     -123.500           0.101
50.500     -122.500           0.072
50.500     -121.500           0.061
50.500     -120.500           0.075
50.500     -119.500           0.051
50.500     -118.500           0.048
50.500     -117.500           0.078
50.500     -116.500           0.085
50.500     -115.500           0.084
50.500     -114.500           0.124
50.500     -113.500           0.167
50.500     -112.500           0.152
50.500     -111.500           0.159
50.500     -110.500           0.151
50.500     -109.500           0.165
50.500     -108.500           0.148
50.500     -107.500           0.108
50.500     -106.500           0.131
50.500     -105.500           0.159
50.500     -104.500           0.136
50.500     -103.500           0.107
50.500     -102.500           0.091
50.500     -101.500           0.092
50.500     -100.500           0.101
50.500      -99.500           0.075
50.500      -98.500           0.124
50.500      -97.500           0.116
50.500      -96.500           0.093
50.500      -95.500           0.090
50.500      -94.500           0.086
50.500      -93.500           0.086
50.500      -92.500           0.071
50.500      -91.500           0.068
50.500      -90.500           0.068
50.500      -89.500           0.073
50.500      -88.500           0.083
50.500      -87.500           0.100
50.500      -86.500           0.083
50.500      -85.500           0.076
50.500      -84.500           0.079
50.500      -83.500           0.075
50.500      -82.500           0.052
50.500      -81.500           0.038
50.500      -80.500           0.045
50.500      -79.500           0.059
50.500      -78.500           0.053
50.500      -77.500           0.060
50.500      -76.500           0.067
50.500      -75.500           0.075
50.500      -74.500           0.082
50.500      -73.500           0.077
50.500      -72.500           0.052
50.500      -71.500           0.071
50.500      -70.500           0.039
50.500      -69.500           0.046
50.500      -68.500           0.064
50.500      -67.500           0.070
50.500      -66.500           0.095
50.500      -65.500           0.115
50.500      -64.500           0.106
50.500      -63.500           0.112
50.500      -62.500           0.100
50.500      -61.500           0.116
50.500      -60.500           0.109
51.500     -129.500           0.105
51.500     -128.500           0.114
51.500     -127.500           0.044
51.500     -126.500           0.093
51.500     -125.500           0.104
51.500     -124.500           0.060
51.500     -123.500           0.045
51.500     -122.500           0.051
51.500     -121.500           0.053
51.500     -120.500           0.044
51.500     -119.500           0.069
51.500     -118.500           0.086
51.500     -117.500           0.122
51.500     -116.500           0.098
51.500     -115.500           0.074
51.500     -114.500           0.099
51.500     -113.500           0.168
51.500     -112.500           0.145
51.500     -111.500           0.103
51.500     -110.500           0.128
51.500     -109.500           0.159
51.500     -108.500           0.156
51.500     -107.500           0.149
51.500     -106.500           0.101
51.500     -105.500           0.122
51.500     -104.500           0.116
51.500     -103.500           0.101
51.500     -102.500           0.090
51.500     -101.500           0.083
51.500     -100.500           0.077
51.500      -99.500           0.120
51.500      -98.500           0.088
51.500      -97.500           0.098
51.500      -96.500           0.096
51.500      -95.500           0.091
51.500      -94.500           0.068
51.500      -93.500           0.070
51.500      -92.500           0.064
51.500      -91.500           0.065
51.500      -90.500           0.071
51.500      -89.500           0.080
51.500      -88.500           0.089
51.500      -87.500           0.085
51.500      -86.500           0.084
51.500      -85.500           0.083
51.500      -84.500           0.082
51.500      -83.500           0.076
51.500      -82.500           0.077
51.500      -81.500           0.066
51.500      -80.500           0.090
51.500      -79.500           0.067
51.500      -78.500           0.066
51.500      -77.500           0.074
51.500      -76.500           0.076
51.500      -75.500           0.065
51.500      -74.500           0.084
51.500      -73.500           0.083
51.500      -72.500           0.088
51.500      -71.500           0.095
51.500      -70.500           0.098
51.500      -69.500           0.074
51.500      -68.500           0.070
51.500      -67.500           0.092
51.500      -66.500           0.106
51.500      -65.500           0.146
51.500      -64.500           0.133
51.500      -63.500           0.123
51.500      -62.500           0.115
51.500      -61.500           0.095
51.500      -60.500           0.143
52.500     -129.500           0.115
52.500     -128.500           0.063
52.500     -127.500           0.049
52.500     -126.500           0.066
52.500     -125.500           0.045
52.500     -124.500           0.035
52.500     -123.500           0.032
52.500     -122.500           0.037
52.500     -121.500           0.036
52.500     -120.500           0.070
52.500     -119.500           0.105
52.500     -118.500           0.082
52.500     -117.500           0.070
52.500     -116.500           0.071
52.500     -115.500           0.084
52.500     -114.500           0.071
52.500     -113.500           0.080
52.500     -112.500           0.097
52.500     -111.500           0.090
52.500     -110.500           0.066
52.500     -109.500           0.092
52.500     -108.500           0.098
52.500     -107.500           0.084
52.500     -106.500           0.096
52.500     -105.500           0.118
52.500     -104.500           0.130
52.500     -103.500           0.089
